,0
5339,indications_ECTOPIC PREGNANCY TERMINATION
5340,indications_PRECURSOR B-LYMPHOBLASTIC LYMPHOMA
5341,indications_CORONARY ANGIOPLASTY
5342,indications_CARDIO-RESPIRATORY ARREST
5343,indications_LIVER INJURY
5344,indications_HEPATIC ENZYME INCREASED
5345,indications_HYPERGAMMAGLOBULINAEMIA
5346,indications_LYMPHOCYTOSIS
5347,indications_B-CELL LYMPHOMA STAGE III
5348,"indications_FOLLICLE CENTRE LYMPHOMA\, FOLLICULAR GRADE I\, II\, III"
5349,indications_HISTIOCYTIC SARCOMA
5350,indications_PEMPHIGUS
5351,indications_GASTROINTESTINAL STROMAL CANCER
5352,indications_BLADDER DISCOMFORT
5353,indications_LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE I
5354,indications_B-CELL SMALL LYMPHOCYTIC LYMPHOMA STAGE IV
5355,indications_LYMPHOID LEUKAEMIA (IN REMISSION)
5356,indications_HYPOMENORRHOEA
5357,indications_POST PROCEDURAL DIARRHOEA
5358,indications_VIIITH NERVE LESION
5359,indications_MEIGE'S SYNDROME
5360,indications_LIMB INJURY
5361,indications_WISDOM TEETH REMOVAL
5362,indications_PHARYNGEAL OEDEMA
5363,indications_ELDERLY
5364,indications_EXCESSIVE DIETARY SUPPLEMENT INTAKE
5365,indications_SOLAR DERMATITIS
5366,indications_SCAB
5367,indications_SKIN LESION
5368,indications_PHOTOSENSITIVITY REACTION
5369,indications_PRECANCEROUS CELLS PRESENT
5370,indications_KERATITIS
5371,indications_VASCULAR STENT THROMBOSIS
5372,indications_PARASITE STOOL TEST POSITIVE
5373,indications_DACRYOSTENOSIS ACQUIRED
5374,indications_ADENOSQUAMOUS CELL LUNG CANCER STAGE IV
5375,indications_PENIS DISORDER
5376,indications_UROGRAM
5377,indications_NEOPLASM PROPHYLAXIS
5378,indications_DIPLEGIA
5379,indications_REFRACTORY ANAEMIA WITH RINGED SIDEROBLASTS
5380,indications_MICROVASCULAR CORONARY ARTERY DISEASE
5381,indications_MENINGOENCEPHALITIS HERPETIC
5382,indications_INTRAOCULAR PRESSURE TEST ABNORMAL
5383,indications_ERYTHRASMA
5384,indications_VITAMIN D ABNORMAL
5385,indications_HOMOCYSTINAEMIA
5386,indications_BLOOD CORTISOL DECREASED
5387,indications_JOINT STIFFNESS
5388,indications_VERTEBROPLASTY
5389,indications_SKELETAL INJURY
5390,indications_LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE 0
5391,indications_HYPOTHERMIA
5392,indications_STRESS ULCER
5393,indications_ARTHROPOD STING
5394,indications_SENSATION OF FOREIGN BODY
5395,indications_PRURITUS GENERALISED
5396,indications_ORAL PRURITUS
5397,indications_HAEMORRHOID OPERATION
5398,indications_CYSTIC FIBROSIS RESPIRATORY INFECTION SUPPRESSION
5399,indications_BREAST PAIN
5400,indications_BLADDER NECK SUSPENSION
5401,indications_STRESS URINARY INCONTINENCE
5402,indications_INTERCOSTAL NEURALGIA
5403,indications_PITYRIASIS ROSEA
5404,indications_SYDENHAM'S CHOREA
5405,indications_MUSCLE ATROPHY
5406,indications_HEPATOBLASTOMA
5407,indications_ANAL FISTULA
5408,indications_PLATELET AGGREGATION
5409,indications_STAPHYLOCOCCAL BACTERAEMIA
5410,indications_DIABETIC ULCER
5411,indications_SYSTEMIC SCLEROSIS PULMONARY
5412,indications_BRONCHOPULMONARY DYSPLASIA
5413,indications_UPPER RESPIRATORY TRACT CONGESTION
5414,indications_ACUTE FEBRILE NEUTROPHILIC DERMATOSIS
5415,indications_MIDDLE INSOMNIA
5416,indications_B-CELL LYMPHOMA STAGE II
5417,indications_GASTROENTERITIS
5418,indications_POLYCYSTIC LIVER DISEASE
5419,indications_IMPAIRED DRIVING ABILITY
5420,indications_BURKITT'S LYMPHOMA
5421,indications_NON-HODGKIN'S LYMPHOMA STAGE IV
5422,indications_NEUROFIBROMATOSIS
5423,indications_INCORRECT DRUG ADMINISTRATION DURATION
5424,indications_HIP SURGERY
5425,indications_THERAPY CHANGE
5426,indications_ARACHNOIDITIS
5427,indications_PANCREATIC OPERATION
5428,indications_MYOCARDIAL ISCHAEMIA
5429,indications_BIOPSY BLADDER
5430,indications_EHLERS-DANLOS SYNDROME
5431,indications_BREAST HYPERPLASIA
5432,indications_HERPANGINA
5433,indications_VITRECTOMY
5434,indications_STREPTOCOCCAL SEPSIS
5435,indications_OSTEOMYELITIS ACUTE
5436,indications_GASTRIC ULCER PERFORATION
5437,indications_NASOPHARYNGEAL CANCER
5438,indications_PNEUMONIA STAPHYLOCOCCAL
5439,indications_SEPTIC SHOCK
5440,indications_PNEUMOTHORAX TRAUMATIC
5441,indications_BACTERIAL SEPSIS
5442,indications_HODGKIN'S DISEASE STAGE IV
5443,indications_NECROTISING FASCIITIS
5444,indications_CRYPTOCOCCOSIS
5445,indications_CHEMOTHERAPY EXTRAVASATION MANAGEMENT
5446,indications_MYIASIS
5447,indications_HYPERNATRAEMIA
5448,indications_CRYOGLOBULINAEMIA
5449,indications_VASCULITIS
5450,indications_INTRACARDIAC THROMBUS
5451,indications_CANCER HORMONAL THERAPY
5452,indications_METASTASES TO BREAST
5453,indications_BILIARY CIRRHOSIS
5454,indications_ADNEXA UTERI PAIN
5455,indications_MANAGEMENT OF REPRODUCTION
5456,indications_PURPURA
5457,indications_BLOOD FOLATE DECREASED
5458,indications_ADENOMYOSIS
5459,indications_AUTOIMMUNE DERMATITIS
5460,indications_PROGESTIN REPLACEMENT THERAPY
5461,indications_BIOPSY
5462,indications_ORAL ALLERGY SYNDROME
5463,indications_MASTOCYTIC ENTEROCOLITIS
5464,indications_DIABETIC END STAGE RENAL DISEASE
5465,indications_MOTION SICKNESS
5466,indications_MYCOTIC ALLERGY
5467,indications_NASAL DISORDER
5468,indications_JAW FRACTURE
5469,indications_ATAXIA
5470,indications_EAR DISORDER
5471,indications_NASAL OEDEMA
5472,indications_HENOCH-SCHONLEIN PURPURA
5473,indications_TONSILLAR DISORDER
5474,indications_OTITIS EXTERNA
5475,indications_MENINGITIS ASEPTIC
5476,indications_CARDIAC FIBRILLATION
5477,indications_PREGNANCY
5478,indications_INCREASED UPPER AIRWAY SECRETION
5479,indications_CATARACT OPERATION COMPLICATION
5480,indications_EYE HAEMORRHAGE
5481,indications_CORTICAL DYSPLASIA
5482,indications_NASAL SEPTUM DEVIATION
5483,indications_CAROTID ARTERY OCCLUSION
5484,indications_LOWER RESPIRATORY TRACT INFLAMMATION
5485,indications_INCREASED BRONCHIAL SECRETION
5486,indications_SALIVARY HYPERSECRETION
5487,indications_NASAL TURBINATE HYPERTROPHY
5488,indications_EAR SWELLING
5489,indications_KLINEFELTER'S SYNDROME
5490,indications_PERONEAL NERVE INJURY
5491,indications_NORMAL TENSION GLAUCOMA
5492,indications_EYELIDS PRURITUS
5493,indications_NASAL INFLAMMATION
5494,indications_PSEUDOMONAL SEPSIS
5495,indications_FEELING JITTERY
5496,indications_ALLERGY TO PLANTS
5497,indications_BONE SCAN
5498,indications_APLASIA PURE RED CELL
5499,indications_CONGENITAL APLASTIC ANAEMIA
5500,indications_HEREDITARY HAEMOLYTIC ANAEMIA
5501,indications_CHELATION THERAPY
5502,indications_CONGENITAL ANAEMIA
5503,indications_THALASSAEMIA SICKLE CELL
5504,indications_BLOOD TEST ABNORMAL
5505,indications_MEDIAL TIBIAL STRESS SYNDROME
5506,indications_LESION EXCISION
5507,indications_GUTTATE PSORIASIS
5508,indications_ACUTE MYELOID LEUKAEMIA (IN REMISSION)
5509,indications_OROPHARYNGEAL DISCOMFORT
5510,indications_LIVER FUNCTION TEST ABNORMAL
5511,indications_BILIARY ASCITES
5512,indications_ANAEMIA VITAMIN B12 DEFICIENCY
5513,indications_LEG AMPUTATION
5514,indications_TENDON DISORDER
5515,indications_RESPIRATORY FAILURE
5516,indications_HAEMORRHAGE IN PREGNANCY
5517,indications_ALLERGY TO ARTHROPOD STING
5518,indications_VULVOVAGINAL CANDIDIASIS
5519,indications_ALCOHOL ABUSE
5520,indications_RENAL OSTEODYSTROPHY
5521,indications_ACCIDENT
5522,indications_AORTIC THROMBOSIS
5523,indications_PINEALOBLASTOMA
5524,indications_BREAST CANCER MALE
5525,indications_BONE MARROW TRANSPLANT
5526,indications_LYMPHOPLASMACYTOID LYMPHOMA/IMMUNOCYTOMA
5527,indications_ECZEMA HERPETICUM
5528,indications_NON-HODGKIN'S LYMPHOMA STAGE III
5529,indications_ARTERIAL RUPTURE
5530,indications_DECUBITUS ULCER
5531,indications_ENERGY INCREASED
5532,indications_ANXIOLYTIC THERAPY
5533,indications_VAGINAL ODOUR
5534,indications_PERONEAL MUSCULAR ATROPHY
5535,indications_HYPERPROLACTINAEMIA
5536,indications_NON-HODGKIN'S LYMPHOMA STAGE II
5537,indications_ADNEXA UTERI MASS
5538,indications_SKIN ADHESION
5539,indications_PNEUMONIA KLEBSIELLA
5540,indications_MEDIASTINITIS
5541,indications_PATHOGEN RESISTANCE
5542,indications_RENAL LITHIASIS PROPHYLAXIS
5543,indications_CORNEAL DEPOSITS
5544,indications_MYOCARDITIS
5545,indications_INTERVERTEBRAL DISC DISPLACEMENT
5546,indications_BLOOD ANTIDIURETIC HORMONE
5547,indications_PERSONALITY CHANGE
5548,indications_LYMPHOCELE MARSUPIALISATION
5549,indications_HAEMODYNAMIC INSTABILITY
5550,indications_LYMPHATIC SYSTEM NEOPLASM
5551,indications_LYMPHOCYTIC LYMPHOMA
5552,indications_PENILE ULCERATION
5553,indications_PULSE PRESSURE INCREASED
5554,indications_HAIRY CELL LEUKAEMIA
5555,indications_MICTURITION DISORDER
5556,indications_ACUTE LYMPHOCYTIC LEUKAEMIA (IN REMISSION)
5557,indications_POST TRANSPLANT LYMPHOPROLIFERATIVE DISORDER
5558,indications_OESOPHAGEAL PAIN
5559,indications_CONVULSION
5560,indications_PROPHYLAXIS AGAINST DEHYDRATION
5561,"indications_MULTIPLE SCLEROSIS\,GAIT DISTURBANCE"
5562,indications_RENAL FAILURE CHRONIC
5563,indications_ORBITAL PSEUDOTUMOUR
5564,indications_BLOOD PRESSURE
5565,indications_COLORECTAL CANCER STAGE IV
5566,indications_DEFORMITY
5567,indications_EXPOSURE TO COMMUNICABLE DISEASE
5568,indications_METASTATIC SQUAMOUS CELL CARCINOMA
5569,indications_OESOPHAGEAL CANCER METASTATIC
5570,indications_CHRONIC PAROXYSMAL HEMICRANIA
5571,indications_SOFT TISSUE CANCER
5572,indications_VITILIGO
5573,indications_ROSEOLA
5574,indications_CYSTOID MACULAR OEDEMA
5575,indications_WOUND DRAINAGE
5576,indications_THERAPEUTIC RESPONSE DECREASED
5577,indications_THERAPY CESSATION
5578,indications_AKINESIA
5579,indications_BODY DYSMORPHIC DISORDER
5580,indications_LABOUR PAIN
5581,indications_CORONARY ARTERY THROMBOSIS
5582,indications_RESPIRATORY TRACT INFLAMMATION
5583,indications_ACUTE PULMONARY HISTOPLASMOSIS
5584,indications_MALIGNANT LYMPHOID NEOPLASM
5585,indications_CORONARY ARTERY DILATATION
5586,indications_TRANSFUSION REACTION
5587,indications_BLOOD CREATININE INCREASED
5588,indications_EPIDURAL ANAESTHESIA
5589,indications_PRIMARY HYPOTHYROIDISM
5590,indications_NEUROENDOCRINE CARCINOMA METASTATIC
5591,indications_MEDICAL OBSERVATION
5592,indications_ORGANISING PNEUMONIA
5593,indications_THYROID NEOPLASM
5594,indications_NON-SMALL CELL LUNG CANCER RECURRENT
5595,indications_OCULAR TOXICITY
5596,indications_OESOPHAGEAL ADENOCARCINOMA
5597,indications_DILATATION VENTRICULAR
5598,indications_GRAND MAL CONVULSION
5599,indications_MANTLE CELL LYMPHOMA REFRACTORY
5600,indications_B-CELL LYMPHOMA REFRACTORY
5601,indications_HEPATIC NECROSIS
5602,indications_GRAVITATIONAL OEDEMA
5603,indications_POLYARTERITIS NODOSA
5604,indications_ADRENAL DISORDER
5605,indications_RAPID EYE MOVEMENTS SLEEP ABNORMAL
5606,indications_GOITRE
5607,indications_GASTRIC HAEMORRHAGE
5608,indications_BLOOD HOMOCYSTEINE INCREASED
5609,indications_MOOD DISORDER DUE TO A GENERAL MEDICAL CONDITION
5610,indications_PREVENTIVE SURGERY
5611,indications_LOGORRHOEA
5612,indications_APHAGIA
5613,indications_LABILE HYPERTENSION
5614,indications_RESPIRATORY TRACT INFECTION VIRAL
5615,indications_DENTAL CARE
5616,indications_BREAST CANCER STAGE I
5617,indications_EXTERNAL EAR INFLAMMATION
5618,indications_BORDERLINE PERSONALITY DISORDER
5619,indications_LIPIDS DECREASED
5620,indications_EYE SWELLING
5621,indications_VAGINITIS BACTERIAL
5622,indications_BRAIN STEM GLIOMA
5623,indications_OBSTRUCTION
5624,indications_OSTEOMYELITIS CHRONIC
5625,indications_MEDICAL DEVICE PAIN
5626,indications_ACCIDENT AT WORK
5627,indications_ANTI-INFECTIVE THERAPY
5628,indications_BREAST TENDERNESS
5629,indications_HOSPITALISATION
5630,indications_PERITONSILLAR ABSCESS
5631,indications_CARDIOMEGALY
5632,indications_ASTROCYTOMA
5633,indications_COLECTOMY
5634,indications_FILARIASIS
5635,indications_GLIOSARCOMA
5636,indications_FAECALOMA
5637,indications_PHARYNGEAL CYST
5638,indications_ALCOHOL USE
5639,indications_ENTERAL NUTRITION
5640,indications_RENAL AMYLOIDOSIS
5641,indications_NUCLEAR MAGNETIC RESONANCE IMAGING ABDOMINAL
5642,indications_DERMATITIS ALLERGIC
5643,indications_CLOSTRIDIUM TEST POSITIVE
5644,indications_UTERINE POLYP
5645,indications_INFLAMMATORY BOWEL DISEASE
5646,indications_VENTRICULAR ARRHYTHMIA
5647,indications_RENAL SCAN
5648,indications_BONE OPERATION
5649,indications_CHORDOMA
5650,indications_RETCHING
5651,indications_BLOOD POTASSIUM INCREASED
5652,indications_RADIATION PNEUMONITIS
5653,indications_HOSTILITY
5654,indications_AROMATASE INHIBITION THERAPY
5655,indications_MENINGITIS CRYPTOCOCCAL
5656,indications_SYNOVIAL SARCOMA
5657,indications_MECHANICAL URTICARIA
5658,indications_INCREASED APPETITE
5659,indications_GRANULOMATOSIS WITH POLYANGIITIS
5660,indications_JOINT ARTHROPLASTY
5661,indications_DISEASE COMPLICATION
5662,indications_PNEUMONIA STREPTOCOCCAL
5663,indications_INJECTION SITE HAEMORRHAGE
5664,indications_INJECTION SITE PRURITUS
5665,indications_HYPERINSULINAEMIA
5666,indications_NOROVIRUS TEST POSITIVE
5667,indications_TYPE 3 DIABETES MELLITUS
5668,indications_FUNGAEMIA
5669,indications_CAREGIVER
5670,indications_NAIL OPERATION
5671,indications_DEPRESSIVE SYMPTOM
5672,indications_OLFACTO GENITAL DYSPLASIA
5673,indications_LOW DENSITY LIPOPROTEIN DECREASED
5674,indications_ARTHROSCOPIC SURGERY
5675,indications_PROMOTION OF WOUND HEALING
5676,indications_VOCAL CORD DISORDER
5677,indications_CENTRAL NERVOUS SYSTEM FUNCTION TEST ABNORMAL
5678,indications_RESPIRATORY PAPILLOMA
5679,indications_ANAL ABSCESS
5680,indications_LOW DENSITY LIPOPROTEIN ABNORMAL
5681,indications_ANOMALOUS PULMONARY VENOUS CONNECTION
5682,indications_NON-HODGKIN'S LYMPHOMA RECURRENT
5683,indications_INNER EAR DISORDER
5684,indications_PITYRIASIS
5685,indications_EXPOSURE DURING PREGNANCY
5686,indications_PHOTODERMATOSIS
5687,indications_DYSPNOEA EXERTIONAL
5688,indications_NEPHROPROTECTIVE THERAPY
5689,indications_OCCULT BLOOD POSITIVE
5690,indications_INFECTION PARASITIC
5691,indications_IRON BINDING CAPACITY TOTAL DECREASED
5692,indications_FOOD POISONING
5693,indications_CHRONIC HEPATITIS
5694,indications_OBSTETRICAL PROCEDURE
5695,indications_MYELITIS TRANSVERSE
5696,indications_HYDROCEPHALUS
5697,indications_ARTERIAL STENT INSERTION
5698,indications_PERTUSSIS
5699,indications_OVARIAN FAILURE
5700,indications_HEPATITIS E
5701,indications_BLOOD URINE PRESENT
5702,indications_PANCREATIC ENZYMES
5703,indications_GASTRECTOMY
5704,indications_PANCREATIC ENZYMES DECREASED
5705,indications_PANCREATIC ENZYMES ABNORMAL
5706,indications_FAT INTOLERANCE
5707,indications_PANCREATECTOMY
5708,indications_ENZYME ACTIVITY DECREASED
5709,indications_SHWACHMAN-DIAMOND SYNDROME
5710,indications_VAGINISMUS
5711,indications_THROMBOSIS IN DEVICE
5712,indications_BRONCHOPNEUMONIA
5713,indications_DIFFUSE LARGE B-CELL LYMPHOMA REFRACTORY
5714,indications_ABDOMINAL PAIN LOWER
5715,indications_PNEUMONIA PSEUDOMONAS AERUGINOSA
5716,indications_JOINT LOCK
5717,indications_IDIOPATHIC THROMBOCYTOPENIC PURPURA
5718,indications_ENDOMETRIAL HYPERTROPHY
5719,indications_GIANT PAPILLARY CONJUNCTIVITIS
5720,indications_ENTEROBACTER INFECTION
5721,indications_PERIPHERAL ARTERY ANGIOPLASTY
5722,indications_HEPATITIS VIRAL
5723,indications_SLE ARTHRITIS
5724,indications_BRACHIAL PLEXUS INJURY
5725,indications_PROPHYLAXIS AGAINST MOTION SICKNESS
5726,indications_SECONDARY HYPERTHYROIDISM
5727,indications_GASTROINTESTINAL CANCER METASTATIC
5728,indications_URINARY NITROGEN INCREASED
5729,indications_ACUTE INTERSTITIAL PNEUMONITIS
5730,indications_SPONDYLOARTHROPATHY
5731,indications_INTERVERTEBRAL DISCITIS
5732,indications_PHARYNGEAL ERYTHEMA
5733,indications_FACIAL BONES FRACTURE
5734,indications_CONTRAST MEDIA REACTION
5735,indications_CHILD MALTREATMENT SYNDROME
5736,indications_ARRHYTHMIA SUPRAVENTRICULAR
5737,indications_GASTROENTERITIS SALMONELLA
5738,indications_FEAR
5739,indications_DUODENOGASTRIC REFLUX
5740,indications_CHOLECYSTITIS ACUTE
5741,indications_PROPHYLAXIS AGAINST BRONCHOSPASM
5742,indications_PLATELET ADHESIVENESS
5743,indications_COLON DYSPLASIA
5744,indications_DAWN PHENOMENON
5745,indications_KYPHOSCOLIOTIC HEART DISEASE
5746,indications_IMMOBILE
5747,indications_SYSTEMIC MASTOCYTOSIS
5748,indications_NEUROBLASTOMA RECURRENT
5749,indications_DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS
5750,indications_DRUG INTERACTION
5751,indications_RADICAL PROSTATECTOMY
5752,indications_CELLULITIS ORBITAL
5753,indications_HYPERGAMMAGLOBULINAEMIA BENIGN MONOCLONAL
5754,indications_LARYNGEAL CANCER METASTATIC
5755,indications_MALLORY-WEISS SYNDROME
5756,indications_AUTOMATIC BLADDER
5757,indications_HAEMATOPOIETIC STEM CELL MOBILISATION
5758,indications_UTERINE ATONY
5759,indications_ACUTE PROMYELOCYTIC LEUKAEMIA
5760,indications_PHARYNGEAL CANCER
5761,"indications_SCHIZOPHRENIA\, UNDIFFERENTIATED TYPE"
5762,indications_SMALL CELL LUNG CANCER EXTENSIVE STAGE
5763,indications_OLIGODENDROGLIOMA
5764,indications_PREVENTION OF ENDOMETRIAL HYPERPLASIA
5765,indications_MENOPAUSAL DEPRESSION
5766,indications_INVESTIGATION
5767,indications_CLAUSTROPHOBIA
5768,indications_RENAL AND PANCREAS TRANSPLANT
5769,indications_KERATOSIS PILARIS
5770,indications_ASPLENIA
5771,indications_AMAUROSIS FUGAX
5772,indications_MALIGNANT HYPERTENSION
5773,indications_IMPETIGO
5774,indications_BANDAEMIA
5775,indications_DIABETES INSIPIDUS
5776,indications_CHORIOCARCINOMA
5777,indications_PROCEDURAL COMPLICATION
5778,"indications_DELUSIONAL DISORDER\, PERSECUTORY TYPE"
5779,indications_PSEUDOMONAS BRONCHITIS
5780,"indications_SCHIZOPHRENIA\, RESIDUAL TYPE"
5781,indications_HEPARIN-INDUCED THROMBOCYTOPENIA TEST POSITIVE
5782,indications_OROPHARYNGEAL CANCER
5783,indications_AGORAPHOBIA
5784,indications_CERVIX DISORDER
5785,indications_CENTRAL NERVOUS SYSTEM LESION
5786,indications_CAVERNOUS SINUS THROMBOSIS
5787,indications_IRITIS
5788,indications_RENAL FAILURE ACUTE
5789,indications_EPENDYMOMA
5790,indications_BRAIN OPERATION
5791,indications_CHONDRITIS
5792,indications_OLIGOASTROCYTOMA
5793,indications_ABORTION INDUCED
5794,indications_DELAYED PUBERTY
5795,indications_MALIGNANT NEOPLASM OF CORNEA
5796,indications_THYROID THERAPY
5797,indications_INTENTIONAL DRUG MISUSE
5798,indications_SYNOVITIS
5799,indications_REVERSAL OF SEDATION
5800,indications_ALCOHOLIC SEIZURE
5801,indications_MATERNAL EXPOSURE DURING PREGNANCY
5802,indications_DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT
5803,indications_SKIN STRIAE
5804,"indications_HALLUCINATIONS\, MIXED"
5805,indications_COMPUTERISED TOMOGRAM HEAD
5806,indications_PREHYPERTENSION
5807,indications_OESOPHAGEAL NEOPLASM
5808,indications_MENTAL STATUS CHANGES
5809,indications_COLLAGEN-VASCULAR DISEASE
5810,indications_BRAIN OEDEMA
5811,indications_HELICOBACTER GASTRITIS
5812,indications_PLEURISY
5813,indications_FOREIGN BODY SENSATION IN EYES
5814,indications_CONGENITAL NEUROPATHY
5815,indications_SKIN BACTERIAL INFECTION
5816,indications_COMPLICATIONS OF TRANSPLANTED KIDNEY
5817,indications_MUSCLE RUPTURE
5818,indications_SEASONAL AFFECTIVE DISORDER
5819,indications_LIP PAIN
5820,indications_INTERNATIONAL NORMALISED RATIO ABNORMAL
5821,indications_OOCYTE HARVEST
5822,indications_CARBON DIOXIDE DECREASED
5823,indications_OSTEODYSTROPHY
5824,indications_COLD URTICARIA
5825,indications_HAEMOGLOBIN DECREASED
5826,indications_FROSTBITE
5827,indications_GENITAL INFECTION FEMALE
5828,indications_ANAL FISSURE
5829,indications_ELECTROLYTE DEPLETION
5830,indications_THYROIDITIS CHRONIC
5831,indications_IDIOPATHIC URTICARIA
5832,indications_EUPHORIC MOOD
5833,indications_NASAL TURBINATE ABNORMALITY
5834,indications_SOCIAL AVOIDANT BEHAVIOUR
5835,indications_TONGUE NEOPLASM MALIGNANT STAGE UNSPECIFIED
5836,indications_FAILURE TO THRIVE
5837,indications_FISTULOGRAM
5838,indications_HYPOPROTEINAEMIA
5839,indications_INJURY CORNEAL
5840,indications_ENDOMETRIAL CANCER METASTATIC
5841,indications_OVARIAN MASS
5842,indications_UTERINE DISORDER
5843,indications_REPRODUCTIVE TRACT DISORDER
5844,indications_AUTOIMMUNE PROGESTERONE DERMATITIS
5845,indications_PROSTATE CANCER STAGE III
5846,indications_COLON CANCER STAGE III
5847,indications_CONGENITAL RETINOBLASTOMA
5848,indications_THROMBOPHLEBITIS
5849,indications_HODGKIN'S DISEASE MIXED CELLULARITY STAGE UNSPECIFIED
5850,indications_EXTRADURAL ABSCESS
5851,indications_SEPTIC ARTHRITIS STAPHYLOCOCCAL
5852,indications_ENTEROCOCCAL BACTERAEMIA
5853,indications_LUPUS NEPHRITIS
5854,indications_PULMONARY VASCULAR DISORDER
5855,indications_SERONEGATIVE ARTHRITIS
5856,indications_DRUG TOLERANCE INCREASED
5857,indications_STREPTOCOCCAL BACTERAEMIA
5858,indications_CENTRAL NERVOUS SYSTEM INFECTION
5859,indications_ARTHRITIS INFECTIVE
5860,indications_RECTAL CANCER METASTATIC
5861,indications_BODY TINEA
5862,indications_ANGIOLYMPHOID HYPERPLASIA WITH EOSINOPHILIA
5863,indications_CHRONIC LYMPHOCYTIC LEUKAEMIA REFRACTORY
5864,indications_ADENOID CYSTIC CARCINOMA
5865,indications_VISUAL ACUITY REDUCED
5866,indications_HEPATITIS A
5867,indications_URETHRAL CARUNCLE
5868,indications_DELIRIUM
5869,indications_PRECURSOR B-LYMPHOBLASTIC LYMPHOMA STAGE IV
5870,indications_ROAD TRAFFIC ACCIDENT
5871,indications_ARTERIAL CATHETERISATION
5872,indications_BILE ACID MALABSORPTION
5873,indications_GASTROINTESTINAL TUBE INSERTION
5874,indications_MASTITIS
5875,indications_BLOOD TESTOSTERONE
5876,indications_CONDUCTION DISORDER
5877,indications_CARBON MONOXIDE POISONING
5878,indications_RECTAL SPASM
5879,indications_NEPHROGENIC ANAEMIA
5880,indications_METASTATIC CARCINOMA OF THE BLADDER
5881,indications_TACHYCARDIA PAROXYSMAL
5882,indications_MENOPAUSAL DISORDER
5883,indications_RADIATION SKIN INJURY
5884,indications_CYST REMOVAL
5885,indications_SACROILIITIS
5886,indications_ALPHA 1 FOETOPROTEIN INCREASED
5887,indications_MYCOBACTERIUM ABSCESSUS INFECTION
5888,indications_UPPER RESPIRATORY TRACT IRRITATION
5889,indications_MENINGITIS COCCIDIOIDES
5890,indications_TYPE I HYPERLIPIDAEMIA
5891,indications_DYSAESTHESIA
5892,indications_LUNG OPERATION
5893,indications_BLOOD CORTICOSTERONE
5894,indications_BREAST LUMP REMOVAL
5895,indications_HIV ANTIGEN
5896,indications_HIV ANTIBODY
5897,indications_VENTRICULAR DYSFUNCTION
5898,indications_EVANS SYNDROME
5899,indications_SPLENOMEGALY
5900,indications_THROMBOCYTOSIS
5901,indications_GASTROPLASTY
5902,indications_AICARDI'S SYNDROME
5903,indications_OTITIS MEDIA ACUTE
5904,indications_FACIAL NEURALGIA
5905,indications_CORONARY ARTERY STENOSIS
5906,indications_PNEUMONIA ANTHRAX
5907,indications_MEDICAL DEVICE REMOVAL
5908,indications_ABNORMAL SENSATION IN EYE
5909,indications_PULMONARY MASS
5910,indications_ANAPLASTIC LARGE CELL LYMPHOMA T- AND NULL-CELL TYPES REFRACTORY
5911,indications_RESPIRATORY RATE INCREASED
5912,indications_HYPERAMMONAEMIA
5913,indications_GAIT APRAXIA
5914,indications_LIVER ABSCESS
5915,indications_ABDOMINAL RIGIDITY
5916,indications_INJURY ASSOCIATED WITH DEVICE
5917,indications_FEELING HOT
5918,indications_PRESYNCOPE
5919,indications_LEUKAEMIA RECURRENT
5920,indications_BLOOD ALKALINE PHOSPHATASE
5921,indications_DISSOCIATIVE IDENTITY DISORDER
5922,indications_DIABETIC FOOT INFECTION
5923,indications_EWING'S SARCOMA RECURRENT
5924,indications_GASTROINTESTINAL INFECTION
5925,indications_PERITONITIS
5926,indications_COLON INJURY
5927,indications_ALPHA-1 ANTI-TRYPSIN DEFICIENCY
5928,indications_GASTROINTESTINAL HYPOMOTILITY
5929,indications_ENTEROCOCCAL INFECTION
5930,indications_SERUM FERRITIN INCREASED
5931,indications_SEXUAL ACTIVITY INCREASED
5932,indications_INTRASPINAL ABSCESS
5933,indications_POST PROCEDURAL SEPSIS
5934,indications_CATHETER SITE ERYTHEMA
5935,indications_HAND FRACTURE
5936,indications_PHAEOCHROMOCYTOMA
5937,indications_HELMINTHIC INFECTION
5938,indications_ADRENOCORTICOTROPIC HORMONE DEFICIENCY
5939,indications_BLOOD PRESSURE SYSTOLIC
5940,indications_MANTLE CELL LYMPHOMA STAGE IV
5941,indications_SCLEROTHERAPY
5942,indications_GASTROOESOPHAGEAL CANCER
5943,indications_BETA HAEMOLYTIC STREPTOCOCCAL INFECTION
5944,indications_VENOUS OCCLUSION
5945,indications_RENAL ARTERY STENOSIS
5946,indications_LEIOMYOMA
5947,indications_LIPOPROTEIN (A) ABNORMAL
5948,indications_SINUS POLYP
5949,indications_ORAL FUNGAL INFECTION
5950,indications_STREPTOCOCCUS TEST POSITIVE
5951,indications_UTERINE SPASM
5952,indications_INDUCTION OF ANAESTHESIA
5953,indications_LEUKOCYTE ANTIGEN B-27 POSITIVE
5954,indications_PEPTIC ULCER HAEMORRHAGE
5955,indications_MENINGOCOCCAL BACTERAEMIA
5956,indications_SUPERIOR VENA CAVA SYNDROME
5957,indications_TRANSPLANT EVALUATION
